Gene symbol	Astrocytes	Neuron	Oligodendrocyte Precursor Cell	Newly Formed Oligodendrocyte	Myelinating Oligodendrocytes	Microglia	Endothelial Cells	1NSC-wt	2NSC-het	3NSC-ko	4NSC-ko	5NSC-wt
ACOT8	5.894528	5.184076	6.4057415	7.60992	6.850905	8.6703805	7.582798	5.32103	7.17639	7.0165	6.10564	5.16868
PEX11B	6.564429	12.543003	11.3638265	6.8883805	5.329623	12.3127085	8.685475	11.1664	11.8128	11.3718	12.464	12.7195
UBE2O	8.9680295	30.4075325	10.617201	7.69896	4.7141435	4.922582	3.5432195	11.1698	13.3748	13.1912	12.5544	12.263
PYROXD1	4.098138	1.7912385	1.830063	1.2771625	0.595012	0.298301	1.900167	7.01855	5.78765	6.46617	6.59902	6.5149
RBM43	1.542833	1.3998325	3.177806	0.5704555	0.246269	2.082331	4.675211	6.06697	6.63792	6.49055	5.63989	5.79533
ST7L	10.307364	4.8518925	10.7207675	15.4286835	16.045645	4.490873	11.7287405	4.92543	5.49518	5.66666	5.47849	4.7535
ATRNL1	5.9905575	6.7424805	8.182687	2.9562705	0.6120385	0.4237005	6.5517385	18.2269	20.8611	19.7647	24.0597	22.3166
ADH5	25.4522585	26.781846	49.257649	46.1426425	42.214696	30.3027945	45.0520905	107.627	107.281	109.283	116.113	123.132
MRS2	14.3099375	5.675128	9.023243	11.0273705	5.1029875	3.015386	5.9440435	16.5446	16.3984	18.8271	16.0191	16.1359
ZDHHC18	17.9365435	10.1084615	16.4993785	8.810713	3.377633	17.343746	11.090033	14.3077	16.2309	16.1605	15.888	17.107
LZIC	10.8949835	7.717187	11.3813985	9.6904135	4.4954695	5.511616	5.734385	27.9407	31.6485	29.1571	33.648	29.55
AARD	1.8495645	1.4058145	5.2205915	2.282939	0.5273425	0.1	0.2364665	18.3995	21.4487	17.7657	21.9441	15.8754
MYSM1	8.4908125	4.560444	5.1549835	3.3960665	0.6574475	0.7042695	2.734594	3.71534	2.96928	3.75778	3.17812	3.41913
INO80B	5.5299635	8.2232255	13.533898	8.787373	9.0816885	12.2097835	13.5749245	13.69	16.7476	14.8272	12.2054	12.1897
RNF146	11.0575835	12.797844	11.6418165	11.038119	5.802356	3.431679	15.531443	15.3174	14.9606	15.8288	15.4083	15.3059
GMPPB	12.2348925	3.3258005	5.836655	4.708479	3.462807	7.031276	3.79358	11.695	13.1058	12.2035	14.3179	14.4704
LYPLA2	28.546725	28.8752355	27.822103	16.9654195	10.6393575	35.8714745	18.888085	59.094	73.0789	60.2131	64.3594	67.9615
SLC27A1	160.457768	16.706939	16.6024835	5.952218	7.188683	9.507741	4.3540175	35.4502	41.9899	42.2345	39.1045	37.8318
TMCC3	10.8317075	1.453803	14.6230975	53.7686885	37.96131	41.870749	19.9228885	9.68709	8.98645	11.4878	9.36495	10.1639
BVES	0.6726715	0.283068	1.3840135	0.559103	0.1098205	0.1	0.1359735	2.4043	2.87752	2.60251	3.44262	3.17157
GNL3L	8.2198455	47.175431	16.138107	17.3275775	12.631806	2.1248075	12.498089	20.197	19.6582	20.9075	20.6927	20.4668
RHOG	9.925681	2.2298605	20.621709	105.774514	211.519893	315.7280005	30.5569585	31.8306	36.7603	35.036	34.7984	33.5418
CCDC6	11.4023705	22.1277765	5.0521695	4.2414225	1.9688005	2.213933	3.141273	16.447	16.0714	18.4142	17.2763	18.1612
ARF5	39.6635905	61.515835	69.480396	62.393205	53.6652015	76.296688	83.7803655	108.713	138.351	128.531	119.234	122.001
NDUFS7	31.198638	44.327793	54.496534	47.3326655	55.579101	46.724389	44.3967995	124.443	129.491	111.847	136.741	123.053
PDHX	12.8361595	11.758152	11.8175795	17.7963735	9.8232975	4.1049725	7.642366	26.2864	27.4758	27.1947	28.5417	26.8408
TM9SF3	27.721966	22.7988415	43.4608675	42.638151	19.26497	14.9698855	43.0900785	67.8029	53.9492	64.6527	60.0177	57.9945
PMP22	48.4175635	2.805301	53.4507375	6.850013	9.4144905	421.3303005	45.5282865	41.3255	40.3703	43.6999	36.7735	35.6587
VEZT	7.713427	6.877494	6.882503	3.9326145	2.341457	1.8020125	4.6056405	8.80733	7.47524	8.72711	7.65528	8.58518
FBLN7	0.455608	0.322648	5.748295	1.231164	0.525621	0.1	0.159948	0.993518	1.23817	1.07232	1.18513	1.43726
BOLA3	8.314534	4.585054	10.205212	9.2600495	12.780556	3.5305055	16.728183	68.4545	72.7504	65.6927	67.9978	63.9531
PI4KB	12.5054265	11.4452405	13.44558	9.063744	7.613373	11.4959255	12.7678665	14.5538	15.9979	16.1035	16.8561	15.3138
ARCN1	19.6457665	22.538461	25.4855775	31.252454	16.32319	14.832703	29.1480265	74.8349	67.9387	75.5733	71.2842	66.0495
TIMM8B	15.232669	45.713029	33.032322	48.257814	53.8439425	39.753161	47.1640735	137.292	143.691	135.016	151.191	150.519
TAZ	21.1583015	18.145653	16.4830705	15.015509	9.55888	25.5496295	12.9370275	15.9589	15.879	15.8998	15.9779	16.4413
VDAC1	75.017588	147.2859445	91.675231	65.8918515	44.8955745	44.430022	72.201848	307.147	276.951	277.97	297.466	296.454
ACADL	53.5050305	5.3483045	15.0513035	8.769525	8.5347625	15.191516	58.0379885	123.63	119.907	126.877	135.139	137.419
HSPA5	680.228226	159.9492715	330.0876755	242.574326	57.012003	455.230667	328.120491	390.873	396.903	345.831	375.372	395.492
UBXN8	4.102156	4.3183075	6.8676805	7.676082	5.747596	3.581654	6.138913	7.94991	8.71351	8.61324	9.58326	8.26692
TOMM20	24.47907	45.737288	32.9871965	54.928252	34.0458515	44.311208	79.0391435	27.5214	27.5316	27.2418	26.9988	22.8669
CLGN	0.1	5.378577	5.2247245	2.471139	1.329925	1.061871	0.1	1.868	1.61379	1.75827	1.85121	1.32442
WDR54	1.910478	7.0184355	4.448357	1.63634	2.125149	0.5456865	0.780252	5.46501	4.71004	3.66738	4.84274	4.44506
LTBR	12.1716665	1.544687	18.7784615	6.497337	1.4662265	48.7428895	41.1213125	41.7056	52.6456	43.0495	49.605	43.2835
KHDRBS2	0.3219885	11.117637	10.656061	5.5264215	0.537384	0.1	0.1	0.386316	1.4456	1.16229	0.548515	0.471478
TXNDC5	42.933234	15.664417	34.642748	15.862555	6.024828	25.5661145	18.91803	92.2644	91.4077	95.1751	96.5577	100.2
NDUFA9	28.2622395	42.178905	63.4945035	55.134515	36.8721275	40.913665	56.9785855	109.622	120.68	114.768	117.941	124.679
GALNT10	0.550467	3.731154	47.615485	20.7810115	2.0123415	24.027483	6.830713	28.1592	40.0787	36.4675	38.7748	32.596
LCMT2	2.2380105	1.6236665	1.959272	0.9199065	0.873301	2.650215	2.6630375	2.87515	3.55037	3.54339	3.55882	3.55651
IFT52	7.2437335	5.7476165	7.152681	7.358864	3.972609	7.0415905	10.4376645	15.6551	14.1874	14.2284	14.823	15.3423
PKNOX2	3.0421895	19.0899805	12.77098	4.855825	0.3980685	0.3970785	1.203274	9.70592	8.56985	10.9602	9.83456	8.86501
ARL6	7.803749	12.7845105	11.207551	6.7667765	5.838758	0.566058	8.4203585	21.1999	18.5672	18.5778	20.2865	19.0353
ZSCAN18	5.8714375	7.575182	6.893704	3.1381845	0.552621	1.0177295	0.89086	1.12787	0.96819	0.955907	0.890484	0.857848
KDM4B	12.5968465	14.669719	14.6392305	12.820089	9.4448175	11.2041705	8.763978	9.63575	11.3266	11.2687	9.73584	9.48828
FGFR1OP2	12.8538525	10.1056975	15.3535025	11.5503075	7.563138	7.308857	13.195171	21.4064	20.0241	19.932	20.5054	19.179
FBXO3	19.253013	21.0546675	23.796417	12.5164395	4.0823795	4.7131	16.2331615	32.2209	28.0271	31.7285	32.1759	32.4179
GLRX3	3.0082165	5.3741465	6.712926	5.662577	4.484493	4.2381495	11.4024325	18.1382	25.0874	22.244	23.4836	23.0385
HES1	130.9912655	3.0567575	7.7854275	0.8975435	0.230752	22.13583	107.443432	18.0166	13.4347	15.1259	14.0022	12.4871
RRBP1	31.5160675	5.721376	13.7792525	14.8282305	7.511183	31.0549295	22.0899125	77.8355	93.1939	91.1527	96.8553	88.9339
FIG4	4.832135	3.988455	10.124915	10.055126	4.8713615	3.828211	5.943208	12.1508	11.0439	12.1539	12.9634	13.0277
FBXO21	7.6209295	27.0762605	21.9598825	21.2232735	10.392166	2.494004	6.5382795	17.7443	16.6066	18.2024	18.3342	18.9301
FKRP	3.6813075	13.250731	6.13372	6.4906425	6.0391145	12.2524095	7.982353	12.7516	14.888	15.1531	14.6326	12.7061
SLC25A17	15.2906075	14.795214	20.990666	28.128433	14.750429	18.645868	20.8409655	39.0219	35.285	38.4236	37.4423	32.9296
TMEM8B	7.4329215	9.7408775	8.24205	9.982125	3.8487495	2.014461	1.233017	5.34632	6.51118	5.67513	6.02236	5.67288
PCYT1B	4.702084	6.2642025	11.1721805	5.0814565	6.66818	0.295833	0.1	5.47452	7.20881	7.22801	6.927	5.72469
ZMYM5	7.0054845	5.386737	3.560598	2.3938305	0.7901625	0.6802875	5.3391185	3.60461	3.03258	3.28103	3.62125	3.17591
HDAC8	12.4727235	4.6950075	8.921543	5.090164	3.325728	2.640835	5.5448485	10.5846	11.3937	10.5778	13.2221	12.6208
TSPAN31	39.708323	24.588062	63.1845575	56.3204525	48.935764	76.267599	59.302779	87.2057	85.7549	86.5955	97.6481	87.38
SLC25A16	9.2491295	5.8816135	6.8336075	3.7826345	1.1838575	0.5731285	4.444426	10.3894	8.08004	9.40197	8.67121	8.42454
RHEB	51.5248995	55.835294	41.398637	34.1044325	15.528587	18.4751755	67.7672275	70.3468	68.9884	69.4424	62.0033	64.4828
ODF2L	7.914527	3.1717205	3.8551235	2.7946425	1.0727245	0.255896	3.323364	9.69829	8.04259	8.13225	8.10508	8.40064
PTPRS	61.0688925	135.066555	80.3304575	51.334114	11.7570865	17.46362	7.1208445	51.7179	56.799	59.1592	60.3307	61.681
VTA1	22.01354	19.7326565	18.31472	20.71711	21.342975	9.824703	18.5579875	68.9791	73.0495	68.4692	73.7482	69.6823
SLC25A25	32.382585	9.562659	12.856199	6.2162475	3.02743	57.479863	84.285036	33.8527	40.6743	40.2804	46.692	59.5037
NPL	9.4167535	1.6329745	9.91705	1.93828	1.6342745	185.020063	9.756018	14.6229	22.1129	16.8226	21.8613	24.3794
AHCYL2	14.9976205	12.2168555	10.004645	7.591002	6.3078685	4.149728	3.5003645	26.5183	27.6526	30.2622	27.3275	26.8993
DENND1B	4.0808675	1.6063105	2.7883845	1.703427	0.1976515	0.7885705	1.336496	2.68349	2.0535	2.25604	2.47433	2.16747
PFKFB1	0.5712835	0.3054015	0.1827565	0.1	0.102674	0.132236	0.4643995	1.03712	0.83214	0.727929	1.08319	0.655885
COPG2	12.376366	9.0669315	21.972373	15.421287	9.861428	11.049769	13.9852825	23.173	20.929	23.3836	22.117	25.7315
GLO1	15.0314055	9.733093	16.5388775	17.78302	16.801303	6.9519455	14.7808	48.7875	49.8353	49.4797	51.5658	51.208
DNPEP	14.8765765	17.3151935	20.784929	15.681323	14.0181935	18.6983925	26.8576395	41.1475	44.5843	39.4105	43.4042	43.6913
SLC15A4	8.187549	5.204096	14.086614	43.4598615	15.164693	105.3537455	6.0019165	9.03249	8.71455	9.14237	9.41216	9.34582
ELMO1	0.7322775	32.1345295	22.46039	33.114571	15.8991665	59.41747	11.1342925	7.8561	8.65585	10.5303	7.46201	8.32407
ZBTB6	4.5480035	2.807314	4.22752	2.686401	0.838895	0.461495	1.3327565	3.64925	2.87844	3.22458	2.78373	2.89748
PEX7	12.789785	7.960431	12.47975	16.5755845	14.182172	8.4599885	5.4671515	17.2035	18.4352	16.3018	17.4973	17.0096
SPECC1L	11.84233	11.2093455	10.336695	8.2490775	4.3537395	5.824637	25.0771205	13.3873	13.6973	15.3317	14.6437	14.2396
PCGF5	4.374658	0.992719	6.569576	5.1960845	0.922335	2.300844	4.2255525	12.2557	8.28534	10.9809	10.8158	11.4824
MTMR3	11.9115505	15.4988925	16.6033885	15.9589275	5.110088	17.9698645	17.3829885	17.6874	18.5638	20.0291	19.0883	17.7298
ENTPD4	10.147707	10.305006	16.8134565	13.9550605	7.973326	10.647825	10.394564	14.13419	12.69267	14.38259	13.63891	14.80888
YWHAB	34.633967	160.0176785	90.1309125	85.730219	43.6714825	38.9095975	114.4369745	151.598	140.771	153.321	147.76	145.93
WDSUB1	6.1180105	1.356223	3.4841045	6.859065	4.19039	4.609758	7.854807	6.66699	5.72201	5.81264	6.26546	5.17659
HOOK3	16.2321775	6.2145055	9.3289875	7.6359745	1.6796555	0.8908985	6.2110235	7.61775	7.62484	9.10859	7.31067	7.99623
RALGAPA2	6.2101435	10.0517205	2.4820375	2.665662	0.808996	0.54867	1.6124215	6.11406	6.98547	7.19234	7.27537	7.12916
TNKS2	30.200592	21.0833425	23.407021	26.9089105	12.3795865	11.6026235	27.934086	44.041	40.5367	43.5226	43.2227	39.1841
HERC6	4.116536	0.2345115	0.961396	0.120524	0.1	0.592517	2.1128415	2.58082	2.2751	2.43045	2.64326	1.99182
RTP4	1.64039	0.154751	0.7543925	0.3337905	0.20851	0.4501885	5.1473455	0.893861	2.22179	1.06152	2.08221	0.616305
ZCCHC17	5.4783995	10.5831285	14.7137575	19.8964845	40.1637115	9.6255595	12.819273	28.7461	33.5388	31.9489	32.5471	31.9052
KLHL9	23.426783	14.7104365	16.285728	11.163602	3.612868	4.164612	26.005956	28.032	18.243	22.7071	20.5704	22.6107
WBP2	47.775343	93.2910395	69.8311905	90.0472745	132.855732	116.2921175	38.115289	126.09	120.887	123.934	125.558	115.623
HDHD3	3.343128	1.5289765	3.4907265	2.3733575	4.674816	1.8207675	5.8846975	11.5269	16.6205	13.7517	15.1846	8.77336
CNTF	2.1044715	0.5801365	0.7660785	1.25773	0.9194095	0.1959175	1.753252	1.7133	2.65918	2.12497	2.45277	1.94052
SORBS2	0.588935	9.6803125	8.533242	1.655878	0.2707645	0.195288	15.179431	7.72926	6.25563	6.45948	7.26494	4.55489
IFNAR1	13.9505795	7.5954265	12.927338	5.927193	3.842867	24.7737125	65.229098	14.8996	16.0094	16.5654	16.013	16.2971
CCNT2	26.1142805	11.9973035	16.1115405	14.4460885	3.403149	4.456524	10.15135	8.86914	7.79672	9.40575	8.31551	8.22437
DNAJB5	13.2498955	26.723018	17.3005625	6.6813535	4.0524455	11.0720675	20.81896	16.527	16.3833	14.6539	19.0667	16.1561
SLC25A44	14.620837	24.951671	20.610994	29.5605345	16.8964235	15.5742165	7.4623985	16.2348	14.8762	17.5626	15.773	14.6325
NKIRAS2	6.0939385	13.1275	12.276096	20.9992625	19.038113	13.2030065	21.4556895	21.3447	25.3254	23.8169	24.932	25.594
ATP5F1	24.235241	44.097299	41.7827135	44.7616405	33.5831985	15.811264	49.2477655	147.568	149.732	146.244	149.735	140.291
UQCRC1	43.7464735	64.5549455	80.7971445	61.681383	67.000442	92.356244	123.869143	223.039	251.562	230.623	259.712	240.91
ARAP2	31.616149	1.397507	2.199505	11.828632	6.7733425	0.4118555	14.748266	20.6124	23.9649	22.7142	26.1507	24.5851
ATXN10	38.9735095	102.9068555	83.8225825	63.5067505	40.9045305	42.322099	36.2844635	139.338	129.218	140.494	138.912	132.148
APLP2	147.9300405	181.804885	164.67836	120.7351385	87.363258	33.610165	230.0567795	217.928	275.95	265.134	244.499	213.19
GRIP1	10.0956645	10.1689345	3.067549	0.670793	0.121623	0.1	0.113626	10.1811	9.99665	10.7064	12.559	11.5221
PTDSS2	28.1414285	15.364718	27.1637315	22.3567285	18.099649	18.129266	16.3671995	28.6254	28.0127	26.9342	31.6815	29.3754
SLC8A3	0.311866	9.3918485	6.2193025	3.218441	4.372376	0.1	0.104919	1.7811	1.67712	2.26584	1.16902	1.57691
SEC24C	21.2550565	17.8925825	25.7606945	28.2310885	16.179565	17.189657	15.6802575	36.414	32.2991	37.8003	38.4872	40.1133
AGRN	115.785755	61.496257	52.8008805	44.6832675	8.661196	6.775216	186.496614	42.8406	54.9239	64.1739	56.4019	68.991
IRF2	6.348707	7.0610335	7.3057405	4.134348	2.1463705	15.0640185	15.3422605	10.4236	9.75883	9.75189	11.3648	9.58116
QDPR	16.584921	28.8405705	31.560648	232.694862	509.138197	31.1846825	33.235549	77.9659	83.1414	80.5016	72.8181	79.8814
TCTN2	3.881798	3.2771985	2.38387	1.599215	1.104279	0.6814695	3.105008	6.3501	8.48783	6.91945	8.58392	7.19247
NF1	14.256223	6.9974135	10.5207845	10.7964765	3.105154	1.943055	3.0873205	6.3129	7.56638	9.11891	7.08553	7.6199
MGAT2	10.1881495	14.312285	10.2992535	6.697461	4.9581825	9.0053565	26.057444	29.8509	30.7588	31.4138	27.3214	25.5113
PAIP2B	9.5626555	18.686772	20.455842	26.127764	13.106694	4.8123315	7.388105	20.7351	19.4187	20.7992	19.3375	19.6748
GOLT1B	8.6629615	10.0200425	14.113561	9.548091	5.0431755	7.433955	11.338968	21.752	19.1432	20.8625	21.3999	20.7691
ECI2	56.8945135	14.530038	31.0754775	20.472836	12.8780835	31.8505085	96.4223275	61.2658	66.8304	65.9083	68.2535	65.2073
MOCS3	2.3613145	2.553407	1.907367	1.365781	1.938916	3.6485535	3.215656	5.01239	6.04871	5.51959	5.27673	5.26573
DGAT1	14.9711815	10.982862	14.0591715	7.3810325	4.1285985	12.948464	10.1893405	14.2447	15.9389	15.6205	17.0032	16.4499
IFT81	5.2009005	6.0824805	5.92495	2.31138	0.8705605	0.366824	1.5866005	6.95727	8.68195	7.62645	7.509	6.2522
PHKB	24.8719835	3.4582105	7.7008505	4.8571375	3.1276735	2.09617	5.21909	19.2158	17.9274	18.9538	18.7279	19.8691
IRS1	5.5739875	10.225061	3.7829115	5.5949705	0.466779	0.1	0.1	5.08977	5.50059	6.0392	6.13899	6.78932
SLC9A1	7.3220855	8.9633645	15.0354335	7.298008	2.740696	17.8269755	6.460696	11.5001	10.0663	11.3915	12.3157	10.6586
IFT57	8.4426355	9.6264865	8.557795	3.882784	2.1526475	0.667693	1.8330005	14.3659	13.7823	13.7402	14.4752	13.3078
BEND7	1.2988435	0.63341	3.80611	2.706467	0.5990675	0.1	2.5051155	1.42612	1.31626	1.48346	1.32894	1.60542
SREBF1	83.05223	8.715541	22.2585125	11.818863	9.194292	16.596378	10.2674725	55.6441	62.275	61.7866	75.3218	61.0021
ADAR	10.059779	18.7238815	10.2417445	6.268094	2.0554145	7.3608265	5.127955	7.47253	8.48422	8.98057	8.9655	8.60383
HDLBP	22.0626495	13.1215375	21.2040375	23.104434	16.827007	33.6493375	47.5921295	64.9794	64.135	67.8338	69.5912	66.9423
CNDP2	13.750719	11.8276895	28.872312	23.4850275	16.41588	148.0053715	21.890909	38.4115	41.5714	43.3194	42.0946	42.2004
NCOA2	7.9714465	12.5077575	8.7788855	7.645394	3.077842	2.151037	5.2981935	7.12399	7.19747	8.60841	7.84034	7.0367
NDST1	13.4782175	22.233896	15.976578	22.33819	15.358568	3.7337295	12.69179	27.0391	30.938	34.4468	32.2298	29.9309
SESN1	11.951698	34.703258	13.6473835	3.988988	1.9532915	14.472126	34.2512705	13.9743	13.2638	13.3636	12.2584	10.8384
ARHGEF9	22.473733	23.0620475	22.0390995	12.136921	5.2425545	1.014903	3.928902	19.9591	20.0405	23.7635	20.1724	18.7817
CLTC	59.358471	57.404964	64.3726435	49.9166945	19.6605785	58.672196	94.868371	97.0272	107.521	125.565	109.887	116.333
VPS45	5.7799075	5.670537	11.5865845	5.4813595	3.557023	5.0003735	5.5625905	12.3404	11.4327	12.0635	11.6841	11.251
NDUFS6	14.4486575	18.769595	29.094882	28.6066595	31.950542	16.4959625	36.0245925	57.5881	82.1435	69.9875	78.0108	72.2786
TBCK	4.259726	3.4225835	4.322273	6.357355	2.5983125	1.80224	2.552787	4.05769	4.09232	5.10394	3.71328	4.06919
MON1B	3.8870275	4.023246	5.326822	5.5299225	5.007924	3.5105245	1.5737565	7.14463	7.12429	7.91213	7.61056	7.03533
HIST1H2AD	0.1044985	0.273275	0.1	0.1338795	0.282636	0.412121	0.197275	0.879375	1.26025	1.20675	0.864363	0.569131
MFSD3	2.3881255	1.843726	2.4038345	4.9028455	7.611507	3.4794785	1.4185655	1.86347	2.15425	2.23094	2.18159	2.29293
RBL2	7.654908	5.491957	9.5568195	9.839752	8.442546	3.5857395	4.6372015	9.79257	8.70186	9.99047	9.17431	8.80328
SLC25A37	10.5344705	1.5470495	7.999365	4.5629695	1.05274	14.8565055	2.285324	5.80905	4.39569	5.77454	5.99394	6.46143
ENGASE	1.48948	1.795625	1.9912735	0.933363	0.752292	8.0655145	3.411676	1.56133	1.69132	1.73439	1.74558	1.73982
FLYWCH2	1.8847135	17.2228435	4.3215565	2.1888765	3.0769625	1.322257	0.305795	0.629834	1.19305	1.16343	0.819022	0.621053
OGFOD1	5.3219375	4.255431	6.028445	2.9136295	1.668984	2.3050595	2.199007	7.68658	6.97067	8.13676	6.85472	6.9179
ATP6V0E2	37.554929	116.645448	133.4985975	116.347682	87.35068	20.5296715	26.6411225	100.684	96.4327	109.555	106.005	119.77
RBMS2	3.1486355	1.512286	2.0343905	2.9846495	3.403895	2.762391	9.762554	8.84632	8.07811	9.03712	9.21274	9.01947
FBXW5	21.972634	21.4065715	22.143285	27.0253385	21.2289495	17.267203	9.6972275	25.7418	27.8663	28.724	27.7893	28.9071
NAPEPLD	0.9696415	0.487526	0.915302	1.332654	2.580808	0.2567205	2.6173625	1.47274	1.15046	1.48941	1.24347	1.34376
AMMECR1L	22.325521	13.9510975	11.9241765	7.2881705	1.930257	4.218802	18.216153	15.3882	15.0908	16.7635	16.2303	15.5432
CMAS	6.4983305	24.4387275	10.638308	6.2222615	6.9646065	23.580364	20.1938015	31.7351	29.8601	31.1882	30.3394	26.6413
CDK14	4.7113165	25.416848	16.64287	18.286622	2.820212	1.544629	3.570149	19.106	18.9951	21.221	20.817	18.1982
CRY1	11.797784	7.444357	8.555242	9.243951	3.577706	24.1145695	7.800366	12.3793	11.9249	11.9409	10.8372	11.2003
TTC5	11.279653	8.7868175	10.7146425	9.0849725	5.7165105	5.4460955	7.8940725	11.6479	11.8541	12.1959	12.2864	12.4785
PDCD5	1.5099605	1.2162125	2.246416	1.5278995	1.664431	1.2066455	3.1878695	15.7587	23.742	19.8223	18.2851	17.1367
HSCB	3.6792555	2.339317	5.835296	5.6116125	4.4155805	7.625244	12.1447455	12.4088	15.0303	12.2149	12.0198	12.1987
CASD1	10.749198	13.2432275	11.699223	7.8322465	2.5806295	4.3580915	15.490382	7.91627	7.24237	7.38477	6.54375	5.25871
TRIP4	8.084782	3.888899	6.044559	5.7782515	3.1586605	1.052076	6.049361	9.54702	10.0112	10.0507	9.19069	8.60322
ZFP90	3.534208	5.2984065	4.599616	1.830313	1.0136775	7.318096	1.579717	5.18995	5.11343	5.33127	5.31414	5.16827
LATS1	11.4204015	11.509417	7.188468	10.468956	4.3331715	2.6912825	5.2442865	10.6584	11.134	12.2249	11.4767	10.4087
PTPN2	13.218573	5.723575	6.548044	4.093279	1.5929925	3.5026375	17.2793105	22.3439	21.0061	20.7134	20.0772	18.6933
POMGNT1	14.1641045	15.537632	21.8734255	31.444843	35.570228	12.0598045	13.360791	38.4804	43.4253	43.3063	43.0371	44.6898
SNX25	7.3319665	6.8093705	21.16328	9.430004	1.132918	2.922651	8.1265815	14.8072	16.1584	19.0312	16.42	17.6285
TSG101	8.8496955	15.641361	14.96734	14.770489	13.269166	10.589428	12.796488	25.7315	24.2896	25.3438	23.4163	21.0573
CLEC14A	0.337734	0.166595	1.147962	0.1962085	0.1	0.2171725	42.7872245	1.57522	1.99828	1.33721	1.84396	1.32903
ZSWIM7	3.085927	3.9778635	4.806992	5.4377825	5.0916995	5.1740475	2.964645	11.5201	13.8881	13.135	13.09	13.3044
UBE2Q1	11.9762425	19.1296885	20.6536405	18.7441535	11.1829435	33.145312	23.384629	32.9228	34.6891	35.2445	35.037	29.8456
SH3GL2	5.236	53.286103	15.0974545	10.2234745	5.6767785	1.583996	0.602391	15.8558	16.468	20.968	15.7734	20.9087
ARHGAP10	0.329527	0.566594	2.3541295	0.456766	0.2077935	0.496783	1.3658965	6.75799	4.97769	6.33593	6.04316	6.8336
RPRD1A	10.912424	14.2051555	15.0229575	14.201995	10.7943125	3.2447535	2.657445	20.9072	19.1828	21.7633	20.4103	21.0845
MRPL10	10.008977	11.128884	16.3029825	12.8927725	17.525228	12.040891	13.22493	52.2792	55.4487	52.6125	61.3386	53.2925
TBC1D14	9.2318865	16.6000845	36.20467	54.5357495	50.3863755	32.5703785	45.0408745	18.5607	18.0118	20.8512	19.0665	20.0846
DGUOK	6.624356	4.8526855	8.474258	5.6770995	7.0056325	14.449658	7.105549	9.88634	8.47319	9.57502	10.0134	9.85419
GBX2	0.1	0.7767945	0.1	0.1	0.1	0.1	0.1	8.51095	8.87135	11.6962	8.51591	9.326
CHD2	17.3633225	9.4723295	5.812518	4.309146	0.881322	5.5687165	7.0464705	7.24434	7.75166	8.58773	7.40958	7.43583
ALAD	10.6231975	21.7976125	32.5406425	91.240011	38.713135	11.581734	53.7507425	14.4599	23.4403	20.6486	20.1881	13.9028
COL12A1	0.2507715	0.271545	0.7937665	0.1	0.1	0.1	0.1	1.81052	2.63854	2.7037	2.79356	3.76385
CDC42BPA	11.8026345	16.7983165	10.6070315	11.3871595	6.6310445	1.0515775	6.662773	13.4371	14.9253	16.893	14.8734	14.506
TMSB10	2.298752	62.5247655	12.282605	5.706341	7.8800545	6.8984205	242.995436	92.4484	106.704	92.9342	88.1138	93.6732
SOX5	8.3791565	2.7248735	11.8049155	3.8276225	0.168162	0.1	0.166435	8.15039	6.77148	9.44729	8.05062	7.3409
INSR	11.739115	8.6284785	8.1596165	4.6117235	1.405584	2.262642	24.1871825	5.72716	5.47999	7.0953	5.65345	6.83038
MXRA8	12.531119	3.432067	7.377442	4.7296	2.642934	49.9580195	11.0846345	51.7673	79.7139	54.7525	64.6591	37.5657
TBC1D22B	7.243086	13.6769075	8.5151755	12.207995	11.4833535	4.0459695	4.7660755	7.91929	8.65671	9.33024	8.99976	8.75058
TRMT2B	3.094561	0.6057295	5.83438	4.880144	4.060192	3.5824875	2.989457	7.28094	5.75904	5.7159	7.02943	6.16914
GLMN	7.787438	3.952474	3.426384	2.436929	0.887318	0.428444	4.661539	5.91337	4.14102	5.00473	4.77084	4.33549
ZKSCAN3	14.9213265	7.1070775	11.5890595	9.97369	3.3658055	4.0051265	7.9836195	19.2537	21.4791	19.1785	22.2382	18.4291
TBC1D19	19.4183995	7.259798	18.396164	15.9618505	8.3559465	1.8804465	9.816016	12.161	9.98172	12.3008	10.54	10.2784
CCNI	23.711392	81.9921185	63.258882	49.9324885	79.1973835	124.115893	101.6435525	66.8974	56.0594	60.516	56.5407	52.5855
E2F5	17.3717455	5.302619	12.9861125	12.324824	9.186128	1.963847	8.2393775	22.2877	19.0644	21.5032	18.1412	20.365
FOXJ1	5.370282	1.005184	1.988832	2.0719565	4.0768265	0.157949	0.3064485	7.56765	15.6091	10.3181	14.7769	12.1068
NISCH	60.772209	70.6422045	57.2340245	62.327516	45.757287	43.143796	36.81954	65.4431	74.1684	75.6805	76.6094	73.1102
SLC5A6	3.587119	3.905022	3.9464115	2.300322	0.977474	2.919295	20.4489255	2.67723	2.53826	2.75629	3.23379	2.79316
ESCO1	10.6806515	3.297998	4.278017	2.622807	0.7454685	0.7380725	6.89576	4.29697	3.63517	4.5549	4.01563	3.30926
XPA	4.308864	7.585056	6.091102	6.1800065	4.5221925	2.130077	7.868928	9.39635	11.9574	9.70757	11.5517	8.36254
IRF9	5.062737	3.092781	2.6636005	1.884666	0.673835	5.7217455	11.560346	3.76886	4.68014	3.72118	5.53771	3.37706
