Gene_ID/FPKM	1NSC-wt	2NSC-het	3NSC-ko	4NSC-ko	5NSC-wt
EFR3A	27.481	28.3121	35.1155	29.3582	31.242
ACADM	45.2723	48.8069	50.5447	52.6114	45.7427
RAB22A	25.9473	26.7072	28.421	29.1261	23.2719
RSAD1	2.82891	2.94815	3.33473	3.19833	3.06414
RAP2A	31.568	37.2314	41.6169	35.8132	34.7051
RBM42	39.1133	44.4322	41.616	44.0974	40.2086
PM20D2	2.93087	3.12599	3.27285	3.066	3.12769
PPP2CB	60.5699	65.9044	70.2086	66.773	64.0585
PFKFB2	4.39836	4.75563	5.93251	5.97868	6.15971
RAB32	4.19326	5.33422	6.0965	4.38631	4.36691
EPHB3	8.46244	9.07291	10.5475	9.65478	9.16161
VPS39	13.2029	14.2443	16.0266	14.9054	14.2707
NDUFB5	134.076	160.986	152.509	163.342	159.096
RFK	25.4564	23.2997	26.4725	24.8461	24.2326
KDM4C	10.4247	9.9097	10.6912	10.8574	9.66933
IRX3	9.91643	14.1732	10.1533	13.2336	9.62744
STX4	45.0079	49.1982	46.7081	49.9238	49.0999
WDR61	54.7817	50.1386	56.3178	53.0693	54.8044
RPP21	24.5703	30.0714	28.1486	27.3214	28.15
C1orf53	15.539	21.4838	16.8866	19.6665	13.5016
GAS8	12.5733	15.0658	14.5244	15.7309	14.3068
AUTS2	2.92162	2.63941	3.30018	3.1888	3.1255
UBR3	14.8649	13.6462	17.2252	15.2243	14.23
MGAT1	26.1069	30.5566	31.1261	30.4371	28.4884
GNG10	37.353	46.6537	42.1873	39.9935	36.9581
ATG101	16.7437	19.0223	18.9836	19.2596	17.6004
SHARPIN	9.90395	10.2336	10.5113	11.8842	9.699
SREK1IP1	9.45956	8.42904	8.76036	9.21692	6.93446
YIPF6	14.5954	11.8861	15.978	13.4732	12.7062
WASL	18.0208	13.832	17.3532	15.89	14.4218
SESN3	27.4659	31.6637	35.5504	31.7566	27.5052
EIPR1	10.6037	9.4962	10.802	11.2407	10.1314
EXT2	44.1974	49.1514	51.0817	49.1171	50.8204
TMEM55A	40.0104	34.5695	41.2765	40.6588	35.5808
TBCE	16.5285	15.5416	18.8565	17.5124	16.9425
MID2	8.80208	8.22399	9.17745	9.06931	9.30612
PPP3R1	60.7402	49.4415	58.6539	54.1349	48.3848
SPA17	8.9497	11.6137	8.68938	11.555	10.1019
PTP4A2	72.6515	66.9361	70.5413	71.0078	57.0608
BROX	20.1521	19.9362	22.5484	20.1222	17.6911
ZNF784	1.44493	1.93611	2.03144	2.07901	1.6947
PI4K2A	21.1408	22.7633	24.3697	23.8032	21.4881
ADAM17	31.9754	32.6695	37.2461	35.7471	31.1
CCDC32	9.8345	11.8425	11.5773	10.4549	9.49604
DRAP1	116.524	139.202	128.328	137.049	132.197
TCEA2	4.20243	3.86927	4.30093	3.42754	3.55088
ARSK	3.85335	4.65582	5.09718	4.1603	4.19166
SMDT1	208.188	220.134	234.854	234.71	246.36
FAM104A	16.5315	18.7338	19.0665	18.1594	16.2201
SLC16A13	3.74302	3.15644	4.03375	3.29547	3.01292
ATMIN	6.34189	7.48423	8.65879	7.74411	7.30106
TMEM121	10.8877	12.7512	14.546	14.0948	12.5161
LRRC75A	9.52975	9.96736	9.54732	10.9302	10.1171
XRCC4	15.8809	14.0956	16.6532	14.3911	16.0004
ASPA	5.44062	3.35187	5.95475	4.12845	3.8796
EIF5B	17.3019	16.2118	17.7845	17.908	16.1695
SUN2	13.621	15.4005	14.7074	15.2406	13.8812
MTMR1	8.99912	8.64523	9.66697	9.20519	7.83882
VPS8	12.615	12.6046	14.9867	13.8153	13.1929
CLN5	31.3475	26.3706	30.1707	31.7718	26.551
ST3GAL2	10.6936	13.256	14.5861	14.2204	13.1423
MAPK10	9.88473	11.141	12.9651	11.6761	9.92312
MOB4	34.1975	30.1164	34.413	31.4016	27.9712
NDUFA4	692.468	756.624	869.727	840.235	891.86
TUB	6.77564	6.45117	9.14767	7.78021	8.49908
PSRC1	42.6817	47.8011	43.9852	50.3327	44.3452
ANGPTL6	3.71185	4.37186	3.75808	3.21176	4.11618
IGSF8	29.9794	30.2428	34.8184	33.4241	34.9088
PEX3	16.0939	14.7666	18.7164	17.4858	16.7539
TMCC1	5.48654	6.47262	7.28722	6.19924	5.72116
TMCO1	15.8598	18.2447	20.5945	17.0121	16.3716
YWHAG	73.1618	78.9868	86.3314	82.1123	72.2655
ESYT2	12.5466	11.2165	13.4275	11.8482	11.4886
MRO	6.16766	6.66124	8.04425	7.10504	5.92695
IRGQ	9.80018	10.5124	11.7358	11.1313	9.74277
CYB561D2	5.6054	6.11924	6.30141	7.52609	6.50048
USP16	17.9141	16.5516	18.7266	18.6457	16.0911
ATP5D	304.071	345.772	329.797	355.735	329.473
DNAJB11	80.5024	86.1514	93.0505	90.7429	85.2463
ACSF3	8.38447	9.41479	8.55267	10.0092	8.88267
TULP3	29.8839	32.2825	38.5154	34.8209	34.0873
FAM13A	5.02032	6.67272	6.38906	6.45513	5.09115
FBXO18	30.4098	31.8124	35.521	36.4523	32.8208
CHMP7	31.0064	35.4497	36.8222	38.2814	35.8329
SLC35A1	20.1933	20.0972	21.7663	21.7658	18.9176
ACAD8	12.1808	11.8197	13.1559	14.2762	12.2857
MEX3B	5.66688	4.93418	5.85644	5.54447	4.75611
GGN	1.06813	1.35194	1.44287	1.47068	1.50997
BICD2	20.6637	24.218	25.4226	24.1407	22.0503
EXOC7	18.7402	20.6823	21.9031	21.1918	20.0975
DRAM2	11.0297	8.19399	10.862	9.16665	8.82318
TPCN2	2.17757	2.62937	2.56396	2.67019	2.46747
ECH1	52.6811	65.8485	59.3761	62.5925	55.6901
USP6NL	13.6945	13.0637	16.2498	12.6295	12.9159
MFN1	42.6084	42.2285	49.0532	49.4142	47.6969
DAB1	18.043	15.6928	23.769	15.5538	16.7091
FGFBP3	3.37499	2.15448	3.04769	2.27017	2.13891
MAP2K3	20.3123	23.7926	23.0848	24.7845	21.4804
NFU1	16.4676	18.0598	19.2715	16.8989	14.4686
KCNIP1	3.41184	5.57608	5.65292	4.95506	3.38185
SIRT6	5.4797	6.80229	6.25797	6.69795	4.33545
DUSP19	6.37009	5.33682	7.07607	4.89019	4.50818
ANKRD37	4.56689	2.93819	1.97721	1.47149	1.3637
PTPRG	20.0838	20.8283	23.7804	22.4236	19.4363
SUSD1	0.99954	1.20563	1.07048	1.34437	1.55662
ARHGEF40	20.1787	26.0823	26.4874	28.0266	26.0893
RAB7A	142.724	150.771	162.496	173.283	143.888
PCBP3	16.5476	15.3952	17.2517	17.5554	14.2088
GRB2	27.2687	31.5807	33.0718	30.9757	27.8108
ACOT13	81.7978	72.7654	85.9097	83.7779	74.6107
FBXW11	37.0336	40.1422	44.6217	44.4643	42.3688
STXBP4	7.04333	6.15536	8.15073	7.33427	7.02023
RAB2B	12.3395	11.987	14.6393	13.6399	12.554
RTFDC1	21.4047	25.5317	24.687	26.0924	22.9819
ARMCX5	3.71998	3.44123	4.21955	3.20367	2.87092
PRDM8	0.971944	1.48486	1.83679	1.64279	2.64858
NDUFAF5	8.57946	8.38948	8.94025	8.73605	9.13128
RHBDF1	21.9593	29.1128	32.2263	29.9939	27.3833
GDAP1	1.46645	1.92662	2.08584	1.60075	1.05571
COX4I1	695.086	860.029	829.009	899.624	835.333
WASF3	7.32774	9.281	10.854	10.4597	10.4442
TIE1	0.0699867	1.0041	0.252841	0.786091	0.19229
DEXI	15.1332	16.7519	17.8928	17.2414	17.2317
TMEM179B	15.0717	10.5156	14.3821	14.6267	12.5958
NAP1L3	3.38589	3.76149	4.04395	3.66937	3.53729
LENG9	1.32104	2.24979	2.35634	2.02472	1.95942
ULK3	2.68239	2.3034	2.6382	2.89815	2.91896
LAS1L	25.0293	23.457	26.1259	28.4398	26.5929
TMEM87B	6.74282	5.59678	7.41398	5.93402	5.50116
LGR4	4.85257	4.30652	5.84548	4.95728	4.79761
ANKZF1	4.56953	4.23271	4.25155	3.84478	4.35271
GSTM3	93.4198	100.931	106.6	105.359	94.7178
RWDD2A	2.42685	1.52862	2.42861	2.29165	1.85519
RAP2B	21.2287	22.6443	23.761	25.2621	24.4824
ABCD3	60.9718	58.6782	70.3532	66.3614	67.2238
TMX3	25.3521	21.0627	24.0232	22.3661	20.3741
CSRP2	17.4708	13.0995	14.2007	14.6616	15.0519
RCBTB2	8.73026	18.2785	14.9522	13.6035	12.0346
PDIA3	291.143	283.862	298.687	310.717	286.828
PIK3C2A	7.77157	5.67926	7.71851	6.85471	6.38984
WNT7B	29.1758	32.1191	28.0445	42.8795	36.8462
STAM2	15.559	14.8998	17.0762	16.223	13.6618
CNN3	219.941	219.544	249.225	227.824	206.612
ARL15	10.2686	9.54312	12.1921	10.0892	9.48006
CUL7	15.1926	18.665	18.5507	18.2456	15.6606
ZMPSTE24	34.001	30.0078	35.1991	35.1343	26.3989
NEDD4L	6.06874	4.91428	6.64541	5.57359	5.64524
IGIP	3.79956	4.79435	5.27228	3.23778	3.10765
MEX3C	21.9581	18.2537	21.3822	20.5217	17.6631
RBM18	20.0758	18.4824	21.4756	20.4492	18.6838
STX2	10.4139	11.7981	12.8295	12.0005	11.3247
SMARCA2	28.1199	32.6371	33.5141	29.1301	25.9736
GALNT11	13.5449	14.4393	14.509	15.0759	13.598
FAF2	23.2891	24.0629	26.5296	27.2466	23.2151
MAP3K10	11.3204	14.4655	14.3445	13.4288	11.6609
CLINT1	31.9087	32.0188	34.9646	35.7528	31.4622
LPGAT1	4.79292	4.40935	5.15152	4.79072	4.5069
TMEM129	19.8356	18.5167	21.1509	23.3029	22.9199
BCL2	2.64401	2.60772	3.04399	2.87287	2.45658
RIC3	3.64932	3.61492	4.33225	4.69784	4.3597
TP53I13	8.82547	9.17057	8.45579	9.40483	9.66161
C18orf25	4.93682	4.49774	5.48844	5.40147	4.92653
PIGO	5.15844	5.93564	6.32742	6.82121	6.21469
SGSM3	10.5292	11.0323	13.5534	12.0068	11.4956
NAIF1	1.05016	1.35229	1.22906	1.53598	1.06035
TBC1D15	20.8653	18.2486	19.5775	21.274	17.2698
ANKMY2	11.3803	12.1468	14.4615	11.6899	10.8132
MLLT3	5.70065	4.93816	5.67341	5.3269	4.57422
FBXO10	6.76177	6.94623	8.0649	6.90054	6.76938
P4HA3	3.07792	6.51259	5.64919	3.94524	5.75546
GLB1	46.9524	47.4319	54.3372	51.3425	49.4141
TMED5	15.8988	11.7748	13.5237	12.8492	11.5315
CHMP1A	39.9666	44.8234	45.9574	49.1411	44.4831
ABCG4	3.31915	3.66372	4.28529	4.37147	4.07875
PPIC	100.98	116.44	101.357	111.53	86.7821
PHLPP1	19.3616	25.1308	28.5191	27.8934	26.9523
CMTM3	41.0026	41.2796	44.4081	41.3424	39.9455
EDNRB	133.876	161.138	137.579	179.763	111.008
CANT1	18.0462	21.4139	23.7745	21.2978	22.189
ARL8B	57.6854	49.2649	60.395	57.3319	50.5717
RNF25	18.8686	19.1384	20.4551	20.3105	18.4939
RHBDD2	9.24459	9.12428	9.88341	11.3372	10.2251
HS1BP3	8.93512	10.0506	10.8966	10.9074	8.17876
OPCML	4.76437	5.1001	7.9048	4.94284	4.76641
OXCT1	124.82	113.828	138.515	141.249	125.358
FBXL18	2.8875	3.70995	4.07716	3.52539	3.4671
ACTR3B	14.8791	16.8926	18.0103	20.2627	18.9926
MTFMT	4.53248	4.14516	5.28583	4.0632	3.98848
FAM126B	1.56599	0.869979	1.46514	1.24888	1.30379
ZYX	29.9829	34.4136	33.6043	34.1847	28.1982
LYPD1	5.16165	5.0873	6.77684	6.03331	5.51354
TMED10	55.3806	46.215	57.801	54.5325	48.5343
FHOD1	2.20789	3.00215	2.85897	3.11282	2.49722
NSUN3	4.07801	4.29484	4.92325	4.7064	4.23957
NECAP1	23.4178	22.6636	24.4185	24.5367	21.0636
CYFIP1	35.2775	40.3061	44.6843	43.5397	40.7903
ARFGEF2	7.12764	7.48767	8.75106	8.70569	7.24648
BLOC1S4	11.1102	14.1263	13.1324	10.9234	10.3044
AKAP11	14.091	12.404	15.8387	15.4399	13.6317
SIK3	15.1296	16.9417	18.8424	16.7948	15.3199
RNF144A	9.52922	8.06933	12.0606	8.08804	8.82292
RFT1	5.59035	5.59649	6.19825	6.46572	5.64257
KHNYN	4.68295	4.05046	3.98803	4.28931	4.60393
TTC7B	12.2869	12.6939	14.0583	14.0411	13.3855
BTRC	6.82471	7.44669	8.08947	8.13347	6.83355
CDC42	191.033	177.444	199.326	185.57	159.072
ZNRF1	11.8798	14.1483	14.4346	14.7802	12.6461
NUMB	5.73383	5.98261	6.99727	6.55244	6.56022
HSD17B10	67.6105	67.0472	74.1463	73.2651	67.6998
CANX	222.453	212.44	237.289	248.619	219.46
UHRF1BP1L	10.1873	9.55259	11.6456	10.7683	9.55735
USP11	13.3596	12.7027	14.9269	13.9969	10.1433
PRRC2B	35.7776	41.6924	50.7972	44.4999	41.9439
GPR27	0.518547	0.800756	1.037	0.761605	0.844112
MKL1	5.71706	6.50174	7.06995	6.86068	5.81069
EPM2AIP1	9.79812	7.18031	10.5785	8.16323	6.77774
C18orf8	12.4683	12.4154	15.3362	14.8027	12.6249
AP3B1	18.3678	18.9268	21.4267	20.5541	17.0947
TATDN3	5.30478	7.76784	7.27262	5.62978	7.2238
SNX9	34.781	36.8712	39.698	37.0447	37.1371
PRKAR1A	147.155	154.957	169.763	152.286	136.55
PCCB	36.029	41.821	44.2796	44.3387	32.2416
CDK7	6.27965	5.84072	7.12788	6.47257	6.10293
MNAT1	10.2849	11.4111	11.2767	9.6527	9.46603
B4GALT6	16.8615	18.0039	21.3252	20.057	20.0661
SLC35B1	54.1688	48.1835	57.2837	54.1573	59.6215
NCAM2	11.8385	13.0841	15.4286	14.7544	11.8691
ZCCHC6	12.3031	13.1662	14.1116	14.5662	12.2769
ETV6	9.52848	10.1604	11.8989	10.8616	10.8874
DCAF10	5.43444	5.9893	7.15769	6.20999	5.85029
ZWINT	34.4483	35.0824	36.0588	38.3966	33.7449
NAF1	10.6123	10.5365	10.9537	10.1784	10.4137
TCEANC2	2.78677	3.09875	3.32768	2.89287	2.83001
GIPC1	58.752	66.3612	66.8497	68.4694	62.7371
UBL7	29.1511	30.826	33.2008	35.0105	32.3903
AKR1A1	289.239	309.36	336.948	325.514	297.615
KIAA0825	1.23721	1.27707	1.43716	1.37943	1.29138
C6orf203	36.3995	38.9011	34.8219	37.7621	34.8994
NDN	69.1627	92.9261	94.6409	90.5877	94.7868
AAMP	92.6582	101.29	101.636	112.363	97.8742
CCNC	13.3759	11.8319	13.6411	13.7134	11.7307
PYGO1	4.56456	4.64435	4.991	4.62414	4.62626
STX17	5.41705	4.95614	6.20699	5.55348	4.56441
UCK1	12.928	16.9967	16.2421	16.9488	14.7893
ZBTB37	0.908833	1.13607	1.25273	1.24777	0.908689
MED7	16.3537	14.4958	16.4221	16.1394	14.7025
CHIC2	18.9863	17.2126	19.2223	17.9981	15.5974
WNK2	2.77387	4.37745	4.30733	3.39359	4.18791
ZNF235	1.55847	1.57824	1.92036	1.70481	1.67588
DTX3L	1.35558	1.61115	1.76931	1.6211	1.00109
SLC35B3	4.47468	5.0694	5.28844	5.33344	4.42709
MFSD11	12.4557	12.6401	14.0207	15.094	11.5515
SIRPA	18.3577	30.1595	30.2193	23.0415	23.184
KDELC2	7.97907	6.88968	8.11213	6.81816	5.94715
NRCAM	35.4484	40.9536	41.6524	44.8451	36.247
PSME2	1.98147	4.28869	3.91922	3.48277	2.85346
FDXACB1	2.37496	2.62737	2.77004	2.61071	2.81386
FLAD1	8.49348	8.40227	9.24756	10.1649	10.1514
SLC35E3	8.84137	9.68431	11.5412	10.3976	9.36466
LMAN1	45.9438	43.1509	47.4973	49.7331	45.8667
SYNJ1	5.03551	5.70127	7.88239	6.18336	6.50219
KCTD1	12.2187	12.6518	12.7783	13.3674	9.25718
MED13L	5.71804	6.52981	7.74534	6.54602	6.233
TPK1	2.92795	3.05521	4.05959	3.32906	3.73628
ZRANB1	11.662	10.1767	11.7288	11.4275	10.6436
HIF1A	57.7282	52.6773	64.3184	63.6257	55.2279
DYNC1LI1	29.4085	31.4672	33.978	33.2389	28.472
SKI	30.9097	37.1318	40.2171	38.9477	33.9741
TWF1	53.912	54.7383	59.6868	58.4425	54.5927
MDGA2	4.51193	5.02884	5.97227	4.97367	5.23709
ELL	6.13726	6.57766	6.8726	7.41116	6.56284
RMND5B	14.0477	16.2398	18.2409	16.6112	13.2923
TOB2	8.03561	7.75967	8.37459	8.79178	6.43972
MGAT4B	42.1599	44.2662	45.5896	46.3402	40.082
MZT1	12.768	16.8822	15.106	13.0557	9.40584
APBA3	15.777	18.3836	17.984	17.7532	16.0001
MBD5	3.07437	3.69617	4.07707	4.14505	3.43465
USP8	22.9585	22.052	27.6333	25.2498	23.1623
ELMOD3	7.03897	7.33109	7.96064	8.10782	7.0019
LZTFL1	4.60452	4.44089	4.95751	4.73623	4.12062
RAP1B	98.399	81.6157	97.794	86.4816	83.7269
BCL2L11	3.07131	3.5926	4.2665	3.96348	3.72702
TREX1	5.03394	4.95357	5.4109	6.12739	5.08219
MTCL1	3.43138	4.48596	4.5012	4.36072	3.27366
ACO2	194.686	235.301	244.826	258.025	220.381
S1PR1	13.0146	15.6071	15.374	16.251	14.9307
OSBPL8	9.93444	8.77747	10.9242	8.4781	7.76746
ARFGAP1	21.3218	23.0178	26.3293	25.2758	23.6261
SEC23B	29.0293	27.4337	32.4849	31.4343	29.4199
DSCR3	27.0336	26.7614	31.2296	30.0406	25.1371
MPV17	24.5798	29.3565	30.2985	31.7795	26.6768
SOD1	87.7449	100.368	96.1105	102.901	102.191
SYNJ2BP	1.78519	1.82168	2.16184	1.92389	1.88492
MGRN1	31.6286	37.9368	41.4089	40.1306	37.7678
PIGN	8.79997	8.67929	9.41524	10.8921	8.51093
FYCO1	4.3827	5.41555	6.03254	5.92406	4.53406
EDA	0.887873	1.21458	1.15222	1.31152	1.23067
ADPRH	69.1544	73.5112	78.5344	82.1432	78.6591
CACNB3	5.86276	7.52656	8.92038	7.36034	7.33363
HEXDC	3.42344	3.32919	4.30124	3.89248	4.18917
MAVS	14.7371	14.3294	17.3264	17.1646	15.0759
COQ9	47.1866	60.8031	55.9749	65.1923	59.8884
TNKS	13.5394	15.1884	19.4932	15.8648	15.5286
EXTL2	14.438	15.2653	17.4767	17.1262	15.8762
DAB2IP	11.2952	12.4057	15.0339	14.7558	13.3209
DCTN1	43.4882	55.6925	57.4306	54.603	48.1054
D2HGDH	4.21322	3.78473	4.37002	3.91052	3.61366
ST3GAL3	18.6107	21.3345	23.7555	22.6248	21.4269
SKP1	145.487	142.469	153.35	163.885	148.557
DERL2	11.1279	9.75732	11.7616	11.4901	10.1859
ASB8	14.7192	15.2067	16.062	17.6987	14.7598
DYNC1I2	75.6896	77.8452	89.1856	79.0818	77.8209
NARS2	7.43589	6.98747	6.98521	7.30522	7.07762
DYNLRB1	197.268	217.843	238.289	215.042	194.126
SLC39A1	67.1613	78.5563	80.4661	89.979	75.1519
PCK2	17.1841	24.272	24.9585	20.7906	26.7008
NBEA	5.89654	7.05057	8.69365	7.43817	6.93339
SPRED1	41.0848	39.5051	46.4095	42.4477	39.612
DYNC1LI2	29.4886	30.6358	35.5025	31.8852	29.4408
FAM222A	2.30886	2.50177	3.04847	2.40111	1.98818
IQGAP1	19.5089	20.2731	24.717	21.4748	21.8299
ADD2	6.56248	10.2507	7.54005	8.70118	8.03169
ARHGEF10L	9.70541	14.1904	15.1775	12.5073	12.1837
SLC27A4	15.3551	18.2489	20.1103	18.15	17.663
ABHD17A	46.6842	68.9628	59.5335	64.6935	60.2527
MBOAT2	24.1447	26.3097	28.5002	28.3797	29.886
OTUD7B	5.73316	5.52263	7.02228	6.29407	6.0621
DCTN2	104.895	117.545	120.684	128.387	113.541
ALDOA	560.208	515.326	501.352	499.431	469.545
TBC1D16	4.84623	7.19036	8.60935	6.44223	7.49919
CDK5	16.9955	18.7597	21.2012	21.5889	20.3422
DNAJC30	14.9476	13.4842	16.9018	13.9381	15.1601
TIGD5	0.782446	0.811172	1.03459	0.723086	0.780313
TMEM47	15.2974	12.6139	12.7077	15.2252	11.1222
SRP9	38.6145	31.6621	30.8614	38.8594	26.9157
SH3RF1	4.88771	4.51479	6.11378	4.67109	4.29144
SEPSECS	3.02897	3.50512	4.40241	3.72621	3.84121
TOMM6	90.1933	108.38	103.486	101.386	95.4714
PIK3CA	8.0693	8.40474	9.57471	8.98259	8.77233
SMIM12	20.9238	26.1355	25.3051	25.8331	27.9735
NSMF	26.5067	30.8146	29.5713	30.8195	26.2801
ECHS1	75.348	75.4019	85.0317	81.9846	80.7524
VPS11	17.8386	20.2932	20.9641	23.4318	19.8404
DNAJC5	38.3015	39.4666	46.8877	41.7359	39.6589
PTDSS1	26.071	28.8757	34.0726	32.9342	33.2733
CMTR1	18.6448	20.1172	22.7322	22.2732	20.3568
STX8	5.83874	5.68724	6.05668	6.3131	5.63656
RAB5B	33.615	33.336	38.3766	37.5232	31.8633
ZFAND6	29.9448	23.6497	28.8367	26.715	23.5138
SNAPIN	26.1732	28.4293	30.3854	30.4805	27.0728
CYBRD1	11.9591	10.7864	13.2919	15.7202	19.7766
STK24	19.4062	19.3101	23.2922	19.105	17.5197
NUAK2	2.58484	2.00889	2.11264	3.10724	1.84418
COX7A2	237.564	288.431	297.996	315.647	305.992
MMS19	11.8116	12.2226	14.3661	14.7476	13.7667
ZDHHC15	2.80094	2.50015	3.39355	2.68579	2.50005
FAM160B1	6.4624	6.15166	7.59629	6.87342	6.11702
PJA2	37.746	37.4472	44.9861	38.1075	33.5169
FAM45A	13.4754	10.2876	13.7144	13.1598	11.7031
ATG3	36.9704	40.8532	45.8715	41.5536	40.9701
ALG5	31.0894	27.8052	32.1258	33.8796	29.7927
PAG1	5.40617	5.38477	7.13209	5.56152	4.73369
SLC25A35	1.50448	2.13003	2.20264	2.4391	1.78533
CERK	12.6955	11.8706	14.7626	14.295	14.8899
TMEM237	19.2326	19.8842	21.4019	22.3051	20.154
CHST10	5.27627	6.31388	7.37904	6.80198	7.94573
ENPP4	3.99759	3.92815	4.08893	4.59994	4.32643
HS2ST1	26.5731	25.5824	30.6907	27.7469	24.7673
C11orf87	1.08754	1.7041	1.62114	1.20638	1.08953
LRP8	13.3505	10.231	15.9131	13.7936	15.0806
SETD4	1.50636	1.04315	1.30944	1.46527	1.25883
ERCC1	19.3151	21.4904	18.9041	25.1774	24.4171
ACP6	14.5653	13.5522	13.3827	15.0664	12.6669
TTC19	7.65647	6.86201	8.10088	7.31369	7.03521
ZFYVE16	4.6702	4.34377	5.02355	4.72481	4.4563
C4orf33	2.82468	2.46195	2.87736	3.1748	2.70752
IER3IP1	39.225	40.0176	42.0472	38.3306	34.4898
BACH1	8.11758	8.71252	10.4631	8.35285	8.08887
RAB30	3.15415	2.82121	3.88949	2.81439	2.43152
LMF1	16.9777	17.0542	18.436	18.8072	16.4
CDADC1	7.2313	8.32284	9.02117	8.20417	7.9247
SAP30L	16.0775	17.8528	18.7986	17.3525	17.292
SLX4IP	2.88211	2.01564	2.9322	3.3458	3.36396
SULF2	126.372	168.107	159.662	174.882	152.758
CCDC69	2.66018	2.19312	2.31665	2.99809	1.66931
HAPLN4	1.91872	1.3733	1.43311	2.22989	1.63637
TBC1D24	4.0563	3.99918	5.05435	4.5156	3.65237
KIRREL1	8.03839	7.24982	8.70531	9.08358	6.82192
MBIP	9.99577	8.24368	10.7036	8.60766	7.91127
SLC26A2	3.2938	2.4852	4.37807	3.19056	3.26838
ZFAND1	8.12594	9.13783	9.13369	8.42047	7.61343
NUB1	17.5249	18.9619	20.0321	19.7754	17.1962
RAB14	66.6301	62.1308	73.1815	62.6274	55.9177
SOD2	37.3568	38.8383	43.9313	42.5593	37.4779
AK3	45.9172	45.7647	52.8978	50.3807	40.026
NR3C1	14.1506	15.7265	18.1976	15.4876	14.2684
PEA15	398.379	512.939	576.025	544.264	502.617
COMMD8	11.0963	9.39421	11.2912	10.3073	9.16637
ASB7	5.46062	5.47412	6.20448	6.05481	5.07648
AP3S1	12.7767	10.8789	12.7606	11.1015	9.06789
DNAJC25	6.81577	6.66793	7.25037	7.26852	6.56299
KDELR2	79.7111	73.8329	81.9727	81.9142	72.5872
RGP1	9.82549	10.3423	11.29	12.089	10.2925
KCNC3	3.34722	3.03423	4.01215	3.56977	2.69323
CYB561D1	1.77789	2.16897	2.1694	2.10424	2.03136
CPNE8	17.7648	17.4664	23.8423	22.5588	31.1088
TBC1D20	19.9674	24.2612	23.8709	26.6491	21.2121
NLGN2	18.2297	20.7694	25.4047	20.7053	20.5374
CAPN6	1.70146	3.59168	3.52417	2.18612	0.933378
AREL1	14.1572	15.851	18.9568	17.4356	16.3856
SLC39A11	13.2667	14.3775	13.5694	16.6227	15.0482
GLOD4	29.1872	28.9152	33.0496	31.1412	28.1207
OCRL	8.35091	7.71107	9.65769	8.58911	7.5358
CCDC47	54.0978	53.0022	63.2124	61.7855	56.2604
FBXW7	7.87481	6.15066	8.2297	7.91698	7.03746
ADCY3	5.64767	6.1622	6.81311	6.48761	5.71441
YAF2	27.537	26.6567	28.3	28.9513	23.4647
VAPA	114.578	111.306	130.456	111.418	104.623
SERPINE2	1173.33	1513.12	1458.9	1761.81	1537.87
CTTNBP2NL	12.8029	16.8635	14.5957	18.5054	15.5449
SNX24	10.4245	11.8327	12.3116	12.574	12.0302
GDAP2	7.40963	6.87406	8.51601	6.98764	7.42417
DTNA	21.0178	23.2164	31.3492	22.8333	23.287
TMEM136	4.08263	3.81114	4.36479	4.95887	4.51933
DHX40	11.8295	11.8248	12.6347	13.4631	11.9802
PDHB	49.3473	52.6758	57.4555	56.7568	54.541
CBR1	34.3628	37.5128	36.5803	40.1481	32.284
PRR7	5.0016	6.52395	6.80636	5.51465	5.47618
FAM96B	37.251	45.2799	45.9479	42.3208	42.4578
ELMO2	30.41	34.2406	37.7522	33.8936	29.532
ZNF780B	1.3172	1.05859	1.50541	1.20041	1.35357
CNKSR3	8.02491	7.68234	10.0043	9.2777	7.37293
AGPAT5	30.6181	29.0578	32.821	33.6296	27.6409
PRKCSH	88.2379	101.351	102.205	107.964	93.6731
ANKRD28	17.5015	14.7733	21.3341	16.9283	16.9972
HIST1H4F	1.87937	0.795774	1.23395	2.32528	1.15598
NBEAL1	1.17776	1.09568	1.44151	1.22317	1.13412
HYI	9.75437	13.7132	11.5699	10.9711	11.8815
RGS12	10.5334	12.9654	13.6063	13.4646	12.3723
VAV2	5.66986	7.09174	7.61897	8.12305	7.02633
SLC18B1	10.6005	12.3932	12.6908	15.6502	11.8628
HOXB7	0.0349651	0	0.175142	1.37573	3.78461
CD164	102.441	74.3346	95.2409	90.5045	73.3856
MEA1	72.9407	87.4728	79.5888	89.4889	75.7175
SAMD10	3.87825	4.95003	5.47009	5.11763	5.17451
HPCAL1	27.9675	33.2965	32.5823	34.0137	24.7122
TESK1	16.3965	19.6889	20.439	19.5261	18.2009
NUDT17	1.93256	2.88967	2.43276	2.63177	2.17939
TBRG1	53.67	51.1289	54.0189	56.0267	45.4753
TM7SF3	39.3394	37.5075	42.6444	43.6885	35.3875
LEPROTL1	20.0122	17.9097	22.9031	20.9782	20.2823
MTMR11	9.54505	10.8861	10.0891	11.8218	15.2918
LPAR6	5.97633	5.64901	6.34283	6.20624	5.75334
SDF4	37.8835	42.6852	43.9333	46.6931	38.2782
VOPP1	26.8028	27.0869	30.2461	30.8858	27.0001
SDHB	206.355	235.407	245.605	246.595	244.712
GABRA4	4.3207	3.46405	6.09287	4.50865	7.15918
FBXO9	17.81	21.5324	21.4879	22.3941	17.3743
FBXL12	3.35132	3.0255	2.88284	3.64265	3.092
